office_code,datawrapper,state,dem_fec_id,dem_name,dem_first_name,dem_last,dem_status,rep_fec_id,rep_name,rep_first_name,rep_last,rep_status,incumbent_bonus,dem_polling,rep_polling,polling_margin,num_polls,total_weight,dem_funds,rep_funds,funds_score,trump_16,clinton_16,trump_20,biden_20,trump_24,harris_24,dem_24,rep_24,total_adult_pop,white,hispanic,black,asian,native_american,pacific_islander,income_lt25k,income_25_50k,income_50_100k,income_100_200k,income_200kplus,edu_hs,edu_bachelor,edu_grad,urban,suburban,rural,lean,date,margin,dem_probability,rep_probability,dem_polling,rep_polling,polling_avg,fundamentals,polling_weight,fundamentals_weight,dem_pct,rep_pct,has_polls,24to26,rating,datawrapper_incumbent_bonus,datawrapper_polling_margin,datawrapper_funds_score,datawrapper_24to26,datawrapper_margin
IA-01,IA-01,IA,H2IA02111,Christina Bohannan,Christina,Bohannan,CHALLENGER,H8IA02043,Mariannette Jane Miller-Meeks,Mariannette,Miller-Meeks,INCUMBENT,4.1360665269790795,43.439012525,38.560987475,4.878025050000005,1.0,-0.0021194697923084356,510929.62,1644232.45,-1.6580844634345095,189883.0,177845.0,215735.0,203399.0,226309.0,190502.0,206156.0,206955.0,,,,,,,,,,,,,,,,,,,-5.4716112899271385,2025-10-07,-0.5645284004122766,49.6004490667729,50.3995509332271,43.439012525,38.560987475,4.878025050000005,-0.28033918497101684,0.0,1.0,49.717735799793864,50.282264200206136,True,8.026175779659747,Toss-up,D+4.1,D+4.9,R+1.7,D+8.0,R+0.6
IA-02,IA-02,IA,H6IA02179,Kevin W Techau,Kevin,Techau,CHALLENGER,H0IA01174,Ashley Hinson Arenholz,Ashley,Arenholz,INCUMBENT,-2.784235616293544,,,,,,122780.295,2006301.4849999999,-3.7149651542929236,198948.0,180278.0,222299.0,203243.0,227941.0,186017.0,169740.0,233340.0,,,,,,,,,,,,,,,,,,,-7.016596465064557,2025-10-07,-7.540896895732282,44.67601246348702,55.32398753651298,,,,-7.467299467719392,0.0,1.0,46.229551552133856,53.770448447866144,False,2.5867005900029865,Toss-up,R+2.8,N/A,R+3.7,D+2.6,R+7.5
IA-03,IA-03,IA,H6IA03268,Sarah Trone Garriott,Sarah,Trone Garriott,CHALLENGER,H2IA03119,Zach Nunn,Zach,Nunn,INCUMBENT,0.29185234606559574,,,,,,332446.145,957877.43,-1.4535209970711944,177100.0,165870.0,207034.0,205590.0,217645.0,199043.0,197962.0,213746.0,,,,,,,,,,,,,,,,,,,-1.9230061837896222,2025-10-07,0.9513575991698351,50.6733161214232,49.3266838785768,,,,0.8077382004058351,0.0,1.0,50.47567879958492,49.52432120041508,False,5.415609029496603,Toss-up,D+0.3,N/A,R+1.5,D+5.4,D+1.0
IA-04,IA-04,IA,H2IA04141,Ryan Michael Appleton Melton,Ryan,Melton,CHALLENGER,H0IA04145,Randall Feenstra,Randall,Feenstra,INCUMBENT,-1.4258716815532897,,,,,,11433.974999999999,1520713.53,-4.8619833778886665,235028.0,129652.0,252566.0,146812.0,255124.0,131716.0,122175.0,250522.0,,,,,,,,,,,,,,,,,,,-28.995274558666566,2025-10-07,-28.725487772294766,30.377704262474513,69.62229573752549,,,,-29.113910716625767,0.0,1.0,35.637256113852615,64.36274388614738,False,3.176073596746697,Lean R,R+1.4,N/A,R+4.9,D+3.2,R+28.7
IA-SEN,IA,IA,S6IA00256,Nathan Sage,Nathan,Sage,OPEN,S4IA00129,Joni K Ernst,Joni,Ernst,INCUMBENT,0.9436629212804735,41.439012525,44.560987475,-3.121974949999995,1.0,-0.003948049186423344,542206.245,2327727.0300000003,-2.085067979830309,800959.0,653645.0,897634.0,759044.0,927019.0,707278.0,696033.0,904563.0,2450103.0,2093769.0,134104.0,104136.0,67950.0,38717.0,6628.0,151897.0,273423.0,430165.0,299718.0,81020.0,1341853.0,441878.0,210864.0,306704.0,528052.0,416737.0,-10.575724380678981,2025-10-07,-9.744726807467615,43.13148822840667,56.86851177159333,41.439012525,44.560987475,-3.121974949999995,-9.206561465237945,0.0,1.0,45.12763659626619,54.87236340373381,True,3.700870902128621,Toss-up,D+0.9,R+3.1,R+2.1,D+3.7,R+9.7
ID-01,ID-01,ID,H2ID01192,Kaylee Jade Peterson,Kaylee,Peterson,CHALLENGER,H8ID01124,Russell Fulcher,Russell,Fulcher,INCUMBENT,0.8204341282736616,,,,,,28524.4,270085.18,-2.1077666150330217,220895.0,86240.0,302839.0,132153.0,343893.0,126556.0,118656.0,347576.0,,,,,,,,,,,,,,,,,,,-43.07131172369093,2025-10-07,-39.22806954573461,23.988995797652503,76.0110042023475,,,,-39.590645595545865,0.0,1.0,30.385965227132694,69.61403477286731,False,6.969711722798216,Likely R,D+0.8,N/A,R+2.1,D+7.0,R+39.2
ID-02,ID-02,ID,H6ID02225,Julie Marisa Wiley,Julie,Wiley,CHALLENGER,H8ID02064,Michael Simpson,Michael,Simpson,INCUMBENT,-1.092437601755278,,,,,,2500.0,289254.08499999996,-2.79890425546861,188155.0,103507.0,251276.0,154853.0,261353.0,148416.0,126229.0,281233.0,,,,,,,,,,,,,,,,,,,-25.270394920834924,2025-10-07,-23.700030356630794,33.62820618231082,66.37179381768918,,,,-23.410545432926956,0.0,1.0,38.149984821684605,61.850015178315395,False,3.8611077480086493,Lean R,R+1.1,N/A,R+2.8,D+3.9,R+23.7
ID-SEN,ID,ID,S6ID00138,David Jordan Roth,David,Roth,CHALLENGER,S6ID00120,Joe Evans,Joe,Evans,CHALLENGER,1.1902007916293895,,,,,,2939.71,0.0,0.08569607018444465,409050.0,189747.0,554115.0,287006.0,605246.0,274972.0,244885.0,628809.0,1376400.0,1121466.0,151700.0,16047.0,32362.0,45525.0,5726.0,79320.0,140056.0,237340.0,160864.0,45347.0,761389.0,253762.0,132502.0,97809.0,299817.0,211494.0,-34.713530120364325,2025-10-07,-32.00932853281161,28.31745422502542,71.68254577497459,,,,-32.0946265996833,0.0,1.0,33.995335733594196,66.0046642664058,False,5.5125126474414685,Lean R,D+1.2,N/A,D+0.1,D+5.5,R+32.0
IL-01,IL-01,IL,H2IL01349,Jonathan Jackson,Jonathan,Jackson,INCUMBENT,H8IL02104,Marcus Lewis,Marcus,Lewis,CHALLENGER,-0.17381419542590315,,,,,,128835.83499999999,0.0,1.9116678850395863,85674.0,258279.0,103837.0,260260.0,109242.0,214073.0,208398.0,108064.0,,,,,,,,,,,,,,,,,,,37.331885579913795,2025-10-07,43.51210674053138,78.43737646017293,21.562623539827072,,,,43.29300958375554,0.0,1.0,71.75605337026569,28.24394662973431,False,11.088309514915494,Likely D,R+0.2,N/A,D+1.9,D+11.1,D+43.5
IL-02,IL-02,IL,H2IL02172,Robin Kelly,Robin,Kelly,INCUMBENT,H6IL02280,Calvin Coleman,Calvin,Coleman,CHALLENGER,0.998357830331939,,,,,,2460038.5100000002,7993.84,5.651574864942148,88412.0,228223.0,98031.0,232029.0,97528.0,196214.0,195777.0,94004.0,,,,,,,,,,,,,,,,,,,37.3454188620394,2025-10-07,46.151860601550155,79.87615169527484,20.123848304725158,,,,45.95794437300433,0.0,1.0,73.07593030077507,26.92406969922493,False,12.555711600045434,Likely D,D+1.0,N/A,D+5.7,D+12.6,D+46.2
IL-03,IL-03,IL,H2IL03162,Delia Ramirez,Delia,Ramirez,INCUMBENT,H6IL03163,Angel Oakley,Angel,Oakley,CHALLENGER,1.5862470860614375,,,,,,725847.14,0.0,4.112898766222482,66063.0,184904.0,84495.0,208181.0,89231.0,172244.0,174825.0,84987.0,,,,,,,,,,,,,,,,,,,36.49003613025763,2025-10-07,44.5922126063803,79.03137181385725,20.96862818614275,,,,44.72514976234905,0.0,1.0,72.29610630319016,27.703893696809843,False,12.844244349376762,Likely D,D+1.6,N/A,D+4.1,D+12.8,D+44.6
IL-04,IL-04,IL,H8IL04134,Jesus Garcia,Jesus,Garcia,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,5.949132897375345,,,,,,190115.735,0.0,10.0,49703.0,165153.0,62862.0,175510.0,74066.0,133939.0,150047.0,56323.0,,,,,,,,,,,,,,,,,,,35.62034286119926,2025-10-07,46.1000693529616,79.8483464890999,20.151653510900104,,,,45.88442117418943,0.0,1.0,73.0500346764808,26.949965323519194,False,17.315665131909217,Likely D,D+5.9,N/A,D+10.0,D+17.3,D+46.1
IL-05,IL-05,IL,H0IL05096,Mike Quigley,Mike,Quigley,INCUMBENT,H6IL05200,Barry Wicker,Barry,Wicker,CHALLENGER,0.41229122623095693,,,,,,829781.235,0.0,4.301475411821913,98189.0,235789.0,117237.0,277222.0,115347.0,254786.0,251025.0,112931.0,,,,,,,,,,,,,,,,,,,40.174193849099275,2025-10-07,47.80433402509442,80.75430971415331,19.245690285846692,,,,47.72095856410343,0.0,1.0,73.90216701254721,26.09783298745279,False,10.131659608060545,Likely D,D+0.4,N/A,D+4.3,D+10.1,D+47.8
IL-06,IL-06,IL,H8IL06139,Sean Casten,Sean,Casten,INCUMBENT,H4IL06112,Niki Conforti,Niki,Conforti,CHALLENGER,1.4611306077743347,,,,,,909425.635,31084.885,3.706257359445507,151111.0,180849.0,172774.0,216236.0,170378.0,190612.0,196647.0,166116.0,,,,,,,,,,,,,,,,,,,8.562910280480759,2025-10-07,16.17210878460636,61.31669317285311,38.68330682714689,,,,16.511292223658955,0.0,1.0,58.08605439230318,41.91394560769682,False,10.566967367946617,Lean D,D+1.5,N/A,D+3.7,D+10.6,D+16.2
IL-07,IL-07,IL,H6IL07339,Jason Friedman,Jason,Friedman,OPEN,H6IL07446,Gavin Solomon,Gavin,Solomon,CHALLENGER,0.5852232200493745,,,,,,631939.235,0.0,3.9193763253080443,30710.0,271958.0,41129.0,274822.0,46050.0,226762.0,222408.0,44598.0,,,,,,,,,,,,,,,,,,,70.33426760108091,2025-10-07,77.76449126597552,91.30353872252307,8.696461277476928,,,,77.80527076870706,0.0,1.0,88.88224563298776,11.117754367012239,False,11.524003310900227,Likely D,D+0.6,N/A,D+3.9,D+11.5,D+77.8
IL-08,IL-08,IL,H6IL08212,Neil Khot,Neil,Khot,CHALLENGER,H4IL08159,Mark Rice,Mark,Rice,CHALLENGER,3.6011659628782167,,,,,,275647.175,109784.935,1.0679786328022938,113316.0,158559.0,138156.0,189292.0,141262.0,162699.0,172920.0,130153.0,,,,,,,,,,,,,,,,,,,11.002386827244642,2025-10-07,18.753597209223127,63.07213719988782,36.92786280011218,,,,19.058319643837155,0.0,1.0,59.376798604611565,40.623201395388435,False,11.701047704516931,Lean D,D+3.6,N/A,D+1.1,D+11.7,D+18.8
IL-09,IL-09,IL,H6IL09178,Katherine M Abughazaleh,Katherine,Abughazaleh,OPEN,H6IL09210,Dongbo Mark Su,Dongbo,Su,OPEN,0.10370877324526184,,,,,,571192.39,11370.965,3.472056000215879,88224.0,233366.0,108044.0,265263.0,108074.0,234690.0,231722.0,107106.0,,,,,,,,,,,,,,,,,,,40.19188362003431,2025-10-07,47.0220051424087,80.3407468696251,19.659253130374907,,,,47.118216993911645,0.0,1.0,73.51100257120436,26.488997428795642,False,10.082303190044975,Likely D,D+0.1,N/A,D+3.5,D+10.1,D+47.0
IL-10,IL-10,IL,H2IL10068,Bradley S Schneider,Bradley,Schneider,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,-1.0521700991467555,,,,,,1379496.69,0.0,10.0,112826.0,186092.0,128425.0,220501.0,126144.0,198639.0,196358.0,131025.0,,,,,,,,,,,,,,,,,,,24.929043719367527,2025-10-07,31.562147642424506,71.40516294891454,28.594837051085463,,,,31.863554196336374,0.0,1.0,65.78107382121226,34.21892617878774,False,9.241090197915401,Lean D,R+1.1,N/A,D+10.0,D+9.2,D+31.6
IL-11,IL-11,IL,H8IL14067,G William (Bill) Foster,G,Foster,INCUMBENT,H4IL11245,Charles Kim,Charles,Kim,CHALLENGER,-0.12757521084458753,,,,,,1304262.1199999999,13996.31,4.578279897980363,136622.0,171639.0,157410.0,215296.0,157954.0,199305.0,199825.0,159630.0,,,,,,,,,,,,,,,,,,,13.982825122784881,2025-10-07,21.726929261183823,65.06650703345966,34.93349296654034,,,,21.308081122817892,0.0,1.0,60.86346463059191,39.13653536940809,False,10.152413293776425,Lean D,R+0.1,N/A,D+4.6,D+10.2,D+21.7
IL-12,IL-12,IL,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H4IL12060,Michael Bost,Michael,Bost,INCUMBENT,-2.4819730231599197,,,,,,0.0,534671.9299999999,-10.0,251423.0,95481.0,269955.0,106235.0,264569.0,102544.0,94875.0,272754.0,,,,,,,,,,,,,,,,,,,-42.3567194069344,2025-10-07,-40.9784316025919,22.98424400952503,77.01575599047497,,,,-40.73447280824202,0.0,1.0,29.51078419870405,70.48921580129596,False,3.1564805361773622,Likely R,R+2.5,N/A,R+10.0,D+3.2,R+41.0
IL-13,IL-13,IL,H2IL13153,Nikki Budzinski,Nikki,Budzinski,INCUMBENT,H6IL13154,Jeff Wilson,Jeff,Wilson,CHALLENGER,2.8726354559965688,,,,,,1605220.87,47068.095,4.25441548887202,147917.0,176308.0,155753.0,195365.0,145442.0,180769.0,191339.0,137917.0,,,,,,,,,,,,,,,,,,,12.485156890307023,2025-10-07,21.678982322700943,65.03460054996391,34.96539945003609,,,,21.648621130346633,0.0,1.0,60.83949116135047,39.16050883864953,False,10.849488528806807,Lean D,D+2.9,N/A,D+4.3,D+10.8,D+21.7
IL-14,IL-14,IL,H8IL14174,Lauren Underwood,Lauren,Underwood,INCUMBENT,H8IL16153,James Thomas Marter,James,Marter,CHALLENGER,2.5105346686755734,,,,,,1382121.0150000001,21437.31,4.497137354621447,130827.0,157107.0,151251.0,191039.0,156109.0,173513.0,183446.0,149464.0,,,,,,,,,,,,,,,,,,,8.410733163460154,2025-10-07,17.169142314487566,61.99712952638553,38.00287047361447,,,,17.454157811493815,0.0,1.0,58.584571157243786,41.415428842756214,False,11.889154935004399,Lean D,D+2.5,N/A,D+4.5,D+11.9,D+17.2
IL-15,IL-15,IL,H6IL15092,Jennifer Ann Todd,Jennifer,Todd,CHALLENGER,H0IL15129,Mary Miller,Mary,Miller,INCUMBENT,-10.0,,,,,,14162.595000000001,657337.5,-3.6001312689850486,244500.0,102699.0,269624.0,117118.0,263513.0,111478.0,111478.0,263513.0,,,,,,,,,,,,,,,,,,,-38.639702973764194,2025-10-07,-42.18577427149266,22.30192082983839,77.6980791701616,,,,-41.9852690833175,0.0,1.0,28.90711286425367,71.09288713574634,False,-1.6421345574728576,Likely R,R+10.0,N/A,R+3.6,R+1.6,R+42.2
IL-16,IL-16,IL,H6IL16108,Paul Nolley,Paul,Nolley,CHALLENGER,H6IL18088,Darin Mckay Lahood,Darin,Lahood,INCUMBENT,-10.0,,,,,,24057.65,3917452.0599999996,-5.97155328779794,211857.0,125643.0,237376.0,152417.0,236426.0,147603.0,147603.0,236426.0,,,,,,,,,,,,,,,,,,,-21.34508612625946,2025-10-07,-25.36302162908582,32.54032224554683,67.45967775445317,,,,-25.87636324521921,0.0,1.0,37.31848918545709,62.68151081454291,False,-2.2337787854464075,Lean R,R+10.0,N/A,R+6.0,R+2.2,R+25.4
IL-17,IL-17,IL,H2IL17147,Eric Sorensen,Eric,Sorensen,INCUMBENT,H6IL17247,Dillan Vancil,Dillan,Vancil,CHALLENGER,2.054203978072764,,,,,,565694.525,84421.85,2.2826519254198736,138524.0,158497.0,150383.0,174951.0,147745.0,162994.0,170261.0,142567.0,,,,,,,,,,,,,,,,,,,7.238367559745653,2025-10-07,14.813701823001331,60.38503492338246,39.61496507661754,,,,14.870329032776652,0.0,1.0,57.40685091150067,42.59314908849933,False,9.906368015529466,Lean D,D+2.1,N/A,D+2.3,D+9.9,D+14.8
IL-SEN,IL,IL,S6IL00482,S Raja Krishnamoorthi,S,Krishnamoorthi,OPEN,S6IL00425,John Goodman,John,Goodman,OPEN,-0.6254699269990518,,,,,,6787250.68,24751.954999999998,6.773948425006102,2145898.0,3090546.0,2446742.0,3471737.0,2449080.0,3062864.0,3098954.0,2397578.0,9999469.0,6123548.0,1620312.0,1468381.0,662189.0,204938.0,11949.0,535290.0,907231.0,1457931.0,1264534.0,504727.0,4630114.0,1932282.0,1310297.0,1596085.0,2502284.0,704244.0,14.467382780134617,2025-10-07,19.481971527125705,63.56356499473693,36.43643500526307,,,,19.219965332474175,0.0,1.0,59.740985763562854,40.259014236437146,False,8.346444751091695,Lean D,R+0.6,N/A,D+6.8,D+8.3,D+19.5
IN-01,IN-01,IN,H0IN01150,Frank J Mrvan,Frank,Mrvan,INCUMBENT,H6IN01223,James Schenke,James,Schenke,CHALLENGER,4.04886888835132,,,,,,489005.77,16726.114999999998,3.1336948054973783,128711.0,165699.0,153069.0,181788.0,160552.0,161667.0,172467.0,150256.0,,,,,,,,,,,,,,,,,,,4.434672799272649,2025-10-07,10.504325744397415,57.398954183797514,42.601045816202486,,,,10.483354418758093,0.0,1.0,55.25216287219871,44.74783712780129,False,10.158287801259362,Toss-up,D+4.0,N/A,D+3.1,D+10.2,D+10.5
IN-02,IN-02,IN,H6IN02189,Jamee Decio,Jamee,Decio,CHALLENGER,H2IN02295,Rudy C Yakym,Rudy,Yakym,INCUMBENT,-0.8151535478309546,,,,,,0.0,1561016.76,-5.2088966717562215,172631.0,99640.0,187791.0,117641.0,187181.0,107778.0,101962.0,192643.0,,,,,,,,,,,,,,,,,,,-24.487932799754685,2025-10-07,-26.228906082365928,31.97855592124221,68.02144407875778,,,,-25.853228543017558,0.0,1.0,36.88554695881704,63.11445304118296,False,0.6911065295564072,Lean R,R+0.8,N/A,R+5.2,D+0.7,R+26.2
IN-03,IN-03,IN,H4IN03182,Phil Goss,Phil,Goss,CHALLENGER,H0IN03198,Marlin A Stutzman,Marlin,Stutzman,CHALLENGER,-1.2217645773004437,,,,,,41786.365,310527.27,-2.0521557624278426,187796.0,87610.0,209987.0,111499.0,208474.0,108258.0,97871.0,213668.0,,,,,,,,,,,,,,,,,,,-30.08795649842664,2025-10-07,-30.66302573402735,29.1556312241253,70.8443687758747,,,,-30.14595580667165,0.0,1.0,34.66848713298633,65.33151286701367,False,0.9776041991653805,Lean R,R+1.2,N/A,R+2.1,D+1.0,R+30.7
IN-04,IN-04,IN,H6IN04193,Drew Cox,Drew,Cox,CHALLENGER,H8IN04199,James R Baird,James,Baird,INCUMBENT,-2.2794419994776383,,,,,,0.0,213087.78999999998,-2.490697159997101,192801.0,89619.0,218974.0,118235.0,212740.0,115150.0,100091.0,223504.0,,,,,,,,,,,,,,,,,,,-28.558405220970208,2025-10-07,-29.43374154674199,29.928866391700215,70.07113360829979,,,,-29.540793509451312,0.0,1.0,35.283129226629,64.716870773371,False,0.3292887378046565,Lean R,R+2.3,N/A,R+2.5,D+0.3,R+29.4
IN-05,IN-05,IN,H6IN05273,Jackson Bailey Franklin,Jackson,Franklin,CHALLENGER,H0IN05326,Victoria Spartz,Victoria,Spartz,INCUMBENT,-0.8865363101104016,,,,,,3801.425,648380.665,-3.8451965484426722,189828.0,113707.0,210086.0,151374.0,212150.0,150105.0,136554.0,212860.0,,,,,,,,,,,,,,,,,,,-15.836968092212194,2025-10-07,-15.957974981096969,38.82982574190449,61.17017425809551,,,,-16.568002282004592,0.0,1.0,42.021012509451516,57.978987490548484,False,1.1694628734530017,Lean R,R+0.9,N/A,R+3.8,D+1.2,R+16.0
IN-06,IN-06,IN,H6IN06230,Cynthia (Cinde) Wirth,Cynthia,Wirth,CHALLENGER,H4IN06185,Jefferson Shreve,Jefferson,Shreve,INCUMBENT,0.14184292381084762,,,,,,0.0,192641.86,-2.369345285400518,194358.0,83671.0,215300.0,109240.0,212902.0,107013.0,99841.0,215068.0,,,,,,,,,,,,,,,,,,,-31.79719462231383,2025-10-07,-31.280610394221455,28.769996208678656,71.23000379132134,,,,-31.10471702463765,0.0,1.0,34.35969480288927,65.64030519711073,False,1.8184940553979771,Lean R,D+0.1,N/A,R+2.4,D+1.8,R+31.3
IN-07,IN-07,IN,H8IN07184,Andre Carson,Andre,Carson,INCUMBENT,H6IN07402,Gavin Solomon,Gavin,Solomon,CHALLENGER,-1.0344612724575264,,,,,,472670.63,0.0,3.520392734540266,83997.0,187222.0,84782.0,213507.0,77134.0,189586.0,185987.0,86161.0,,,,,,,,,,,,,,,,,,,43.75930460904725,2025-10-07,46.546654946592035,80.08754336916336,19.912456630836644,,,,46.612448419181575,0.0,1.0,73.27332747329602,26.72667252670398,False,4.385587160149321,Likely D,R+1.0,N/A,D+3.5,D+4.4,D+46.5
IN-08,IN-08,IN,H6IN08293,Mary Theresa Allen,Mary,Allen,CHALLENGER,H4IN08249,Mark Messmer,Mark,Messmer,INCUMBENT,-1.3143902427481895,,,,,,0.0,373288.94,-3.2040480205737163,205868.0,96613.0,225099.0,112016.0,223051.0,103784.0,95311.0,228322.0,,,,,,,,,,,,,,,,,,,-34.215857581319604,2025-10-07,-35.13337672966957,26.408925348406783,73.59107465159322,,,,-34.91155346226938,0.0,1.0,32.43331163516521,67.56668836483479,False,1.358125098470012,Lean R,R+1.3,N/A,R+3.2,D+1.4,R+35.1
IN-09,IN-09,IN,H6IN09226,James Henry Graham,James,Graham,CHALLENGER,H6IN09143,Erin Houchin,Erin,Houchin,INCUMBENT,-0.8909878036520213,,,,,,68394.14,802207.4199999999,-2.960716079883594,200345.0,107996.0,223865.0,126237.0,226651.0,121011.0,113400.0,232338.0,,,,,,,,,,,,,,,,,,,-28.183624896903975,2025-10-07,-28.41584892173567,30.574681764603483,69.42531823539652,,,,-28.475386514777917,0.0,1.0,35.79207553913216,64.20792446086784,False,1.9699855956979313,Lean R,R+0.9,N/A,R+3.0,D+2.0,R+28.4
KS-01,KS-01,KS,H6KS01195,Kenneth Colin Mcroberts,Kenneth,Mcroberts,CHALLENGER,H0KS01123,Tracey Robert Mann,Tracey,Mann,INCUMBENT,-3.503565767062003,,,,,,0.0,1172156.8,-4.794524160466169,181705.0,82576.0,206405.0,108775.0,200988.0,103889.0,93965.0,210493.0,,,,,,,,,,,,,,,,,,,-30.388397914352833,2025-10-07,-32.825364155211325,27.813936079364925,72.18606392063508,,,,-32.58277970147264,0.0,1.0,33.587317922394334,66.41268207760567,False,-0.9767825960907608,Lean R,R+3.5,N/A,R+4.8,R+1.0,R+32.8
KS-02,KS-02,KS,H6KS02276,Don Coover,Don,Coover,CHALLENGER,H4KS02164,Derek Schmidt,Derek,Schmidt,INCUMBENT,0.3970695507015079,,,,,,0.0,235072.58,-2.6110812136276795,158026.0,103985.0,182834.0,130114.0,181316.0,120737.0,115685.0,187076.0,,,,,,,,,,,,,,,,,,,-17.80481771108288,2025-10-07,-16.78600403103885,38.26399648549932,61.73600351450068,,,,-16.30705447960776,0.0,1.0,41.60699798448057,58.39300201551943,False,3.2697477741079304,Lean R,D+0.4,N/A,R+2.6,D+3.3,R+16.8
KS-03,KS-03,KS,H8KS03155,Sharice Davids,Sharice,Davids,INCUMBENT,H6KS03266,Gavin Solomon,Gavin,Solomon,CHALLENGER,3.3273999713548594,,,,,,961946.4,0.0,4.511411817884584,164123.0,146049.0,187666.0,205559.0,187105.0,203406.0,209871.0,183462.0,,,,,,,,,,,,,,,,,,,5.2219801397296015,2025-10-07,11.828837921613493,58.32119005977662,41.67880994022338,,,,12.234543500729753,0.0,1.0,55.91441896080675,44.08558103919325,False,7.654563701425073,Toss-up,D+3.3,N/A,D+4.5,D+7.7,D+11.8
KS-04,KS-04,KS,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H8KS04112,Ron Estes,Ron,Estes,INCUMBENT,-3.4028024077378287,,,,,,0.0,1137693.415,-10.0,165943.0,90102.0,193831.0,122605.0,189393.0,116821.0,106632.0,198465.0,,,,,,,,,,,,,,,,,,,-22.20338090503027,2025-10-07,-24.747101599224152,32.941886896833985,67.05811310316602,,,,-24.309134083789683,0.0,1.0,37.626449200387924,62.373550799612076,False,-1.047336075766701,Lean R,R+3.4,N/A,R+10.0,R+1.0,R+24.7
KS-SEN,KS,KS,S6KS00239,Lois Anne Elizabeth Lea Parelkar,Lois,Parelkar,CHALLENGER,S0KS00315,Roger W Marshall,Roger,Marshall,INCUMBENT,1.894104832106728,,,,,,0.0,1475621.01,-5.127200730591103,669797.0,422712.0,770736.0,567053.0,758802.0,544853.0,526153.0,779496.0,2229316.0,1683982.0,241586.0,148173.0,78934.0,77897.0,4968.0,136227.0,245763.0,371854.0,264430.0,74933.0,1097259.0,427464.0,259988.0,282435.0,556754.0,282753.0,-14.93726264307761,2025-10-07,-14.521467611253462,39.81605051832706,60.18394948167294,,,,-14.455538162466134,0.0,1.0,42.73926619437327,57.26073380562673,False,1.8900062832968612,Lean R,D+1.9,N/A,R+5.1,D+1.9,R+14.5
KY-01,KY-01,KY,H6KY01169,John Andrew Williams,John,Williams,CHALLENGER,H6KY01110,James Comer,James,Comer,INCUMBENT,-1.0679728775777302,,,,,,2260.27,2117265.54,-5.58747765831872,228439.0,84092.0,248489.0,97807.0,250232.0,88125.0,85494.0,252534.0,,,,,,,,,,,,,,,,,,,-45.27920525127115,2025-10-07,-44.940611849992315,20.778586392661737,79.22141360733826,,,,-45.21289848262229,0.0,1.0,27.529694075003842,72.47030592499615,False,2.9694358215498724,Likely R,R+1.1,N/A,R+5.6,D+3.0,R+44.9
KY-02,KY-02,KY,H2KY02125,William Dakota Compton,William,Compton,CHALLENGER,H8KY02031,S Brett Brett Hon Guthrie,S,Guthrie,INCUMBENT,-2.4350382517972697,,,,,,1906.58,1749798.115,-5.31897632227718,210743.0,86460.0,237163.0,108495.0,245734.0,100536.0,93029.0,252826.0,,,,,,,,,,,,,,,,,,,-39.36754316524558,2025-10-07,-40.28736212281999,23.378755684353305,76.62124431564669,,,,-40.07836264472232,0.0,1.0,29.856318938590004,70.14368106140999,False,1.6446562443501307,Likely R,R+2.4,N/A,R+5.3,D+1.6,R+40.3
KY-03,KY-03,KY,H2KY03206,Morgan Mcgarvey,Morgan,Mcgarvey,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,2.4844632441371113,,,,,,1045679.425,0.0,10.0,133479.0,185514.0,138560.0,220453.0,131797.0,194712.0,203100.0,124713.0,,,,,,,,,,,,,,,,,,,21.399019905975813,2025-10-07,28.938124288617626,69.75730125808292,30.24269874191708,,,,28.942686444486466,0.0,1.0,64.46906214430881,35.53093785569119,False,9.669130172069536,Lean D,D+2.5,N/A,D+10.0,D+9.7,D+28.9
KY-04,KY-04,KY,H6KY04130,Monica Dean,Monica,Dean,CHALLENGER,H2KY04121,Thomas H Massie,Thomas,Massie,INCUMBENT,-10.0,,,,,,7353.85,1069494.055,-4.457088228972524,214603.0,94335.0,245620.0,122823.0,250916.0,117644.0,117644.0,250916.0,,,,,,,,,,,,,,,,,,,-34.140365355083006,2025-10-07,-39.226687914915644,23.989796059121897,76.0102039408781,,,,-39.46354862004257,0.0,1.0,30.386656042542178,69.61334395745783,False,-3.0664969012408037,Likely R,R+10.0,N/A,R+4.5,R+3.1,R+39.2
KY-05,KY-05,KY,H6KY05152,Ned Pillersdorf,Ned,Pillersdorf,CHALLENGER,H0KY05015,Harold Dallas Rogers,Harold,Rogers,INCUMBENT,-10.0,,,,,,10738.244999999999,736231.52,-3.841016607313104,236982.0,55289.0,258663.0,63987.0,257630.0,55275.0,55275.0,257630.0,,,,,,,,,,,,,,,,,,,-61.99168892997874,2025-10-07,-66.67968320094732,11.895036286788551,88.10496371321145,,,,-67.00683638410861,0.0,1.0,16.66015839952634,83.33984160047366,False,-2.0098952461367645,Likely R,R+10.0,N/A,R+3.8,R+2.0,R+66.7
