office_code,datawrapper,state,dem_fec_id,dem_name,dem_first_name,dem_last,dem_status,rep_fec_id,rep_name,rep_first_name,rep_last,rep_status,incumbent_bonus,dem_polling,rep_polling,polling_margin,num_polls,total_weight,dem_funds,rep_funds,funds_score,trump_16,clinton_16,trump_20,biden_20,trump_24,harris_24,dem_24,rep_24,total_adult_pop,white,hispanic,black,asian,native_american,pacific_islander,income_lt25k,income_25_50k,income_50_100k,income_100_200k,income_200kplus,edu_hs,edu_bachelor,edu_grad,urban,suburban,rural,lean,date,margin,dem_probability,rep_probability,dem_polling,rep_polling,polling_avg,fundamentals,polling_weight,fundamentals_weight,dem_pct,rep_pct,has_polls,24to26,rating,datawrapper_incumbent_bonus,datawrapper_polling_margin,datawrapper_funds_score,datawrapper_24to26,datawrapper_margin
MS-01,MS-01,MS,H6MS01313,Cliff Johnson,Cliff,Johnson,,H6MS01131,John Trent Kelly,John,Kelly,INCUMBENT,-1.291903529806318,,,,,,0.0,581593.415,-3.8043342764947816,198328.0,96631.0,217327.0,111578.0,219880.0,99871.0,96697.0,223589.0,,,,,,,,,,,,,,,,,,,-34.629460670150124,2025-10-07,-33.54596780054466,27.37220362752196,72.62779637247804,,,,-33.629722081096986,0.0,1.0,33.22701609972767,66.77298390027232,False,3.9860493002619037,Lean R,R+1.3,N/A,R+3.8,D+4.0,R+33.5
MS-02,MS-02,MS,H4MS02068,Bennie G Thompson,Bennie,Thompson,INCUMBENT,H2MS02203,Ron Eller,Ron,Eller,,1.8343618909384685,,,,,,1003784.52,20373.65,4.059486546968224,117988.0,201323.0,121401.0,208003.0,112641.0,171061.0,177885.0,108956.0,,,,,,,,,,,,,,,,,,,23.73424049023767,2025-10-07,30.953777667803784,71.02616038491371,28.97383961508629,,,,30.750066438185502,0.0,1.0,65.4768888339019,34.523111166098104,False,10.361748002873682,Lean D,D+1.8,N/A,D+4.1,D+10.4,D+31.0
MS-03,MS-03,MS,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H8MS03125,Michael Patrick Guest,Michael,Guest,INCUMBENT,-10.0,,,,,,0.0,391366.335,-10.0,199360.0,112444.0,212074.0,128671.0,207389.0,112877.0,112877.0,207389.0,,,,,,,,,,,,,,,,,,,-26.774908091519208,2025-10-07,-30.651377026598706,29.162923351113136,70.83707664888686,,,,-31.311789173610983,0.0,1.0,34.674311486700645,65.32568851329935,False,-1.140907604305987,Lean R,R+10.0,N/A,R+10.0,R+1.1,R+30.7
MS-04,MS-04,MS,H6MS04218,Paul James Blackman,Paul,Blackman,CHALLENGER,H2MS04258,Walter Michael Ezell,Walter,Ezell,INCUMBENT,-2.6870567926612523,,,,,,0.0,237269.58999999997,-2.622597161113098,185012.0,74709.0,205945.0,91121.0,207834.0,82858.0,75771.0,215095.0,,,,,,,,,,,,,,,,,,,-40.461893467174754,2025-10-07,-39.80450222374512,23.65609866753429,76.3439013324657,,,,-39.80138849566739,0.0,1.0,30.09774888812744,69.90225111187256,False,3.1880809914792465,Likely R,R+2.7,N/A,R+2.6,D+3.2,R+39.8
MS-SEN,MS,MS,S6MS00117,Albert R Littell,Albert,Littell,CHALLENGER,S8MS00261,Cindy Hyde-Smith,Cindy,Hyde-Smith,INCUMBENT,3.3975918895650112,,,,,,0.0,985440.53,-4.545838863848397,700688.0,485107.0,756747.0,539373.0,747744.0,466667.0,463230.0,755029.0,2277599.0,1315451.0,68637.0,823080.0,32717.0,39081.0,2214.0,195012.0,274165.0,321986.0,193254.0,40061.0,1214515.0,303656.0,184007.0,213015.0,352459.0,537449.0,-19.925317304630543,2025-10-07,-18.19366347426842,37.30684403981782,62.69315596018218,,,,-18.150587185675526,0.0,1.0,40.90316826286579,59.09683173713421,False,4.951466140005497,Lean R,D+3.4,N/A,R+4.5,D+5.0,R+18.2
MT-01,MT-01,MT,H6MT01103,Russell Tyler Cleveland,Russell,Cleveland,CHALLENGER,H4MT01041,Ryan K Zinke,Ryan,Zinke,INCUMBENT,1.9358091238243453,,,,,,10952.095000000001,1866959.0950000002,-5.172610765525247,130996.0,101107.0,165090.0,143195.0,174602.0,137408.0,143783.0,178483.0,,,,,,,,,,,,,,,,,,,-9.417273284866257,2025-10-07,-7.46867904674477,44.726750050852054,55.273249949147946,,,,-7.46775079716916,0.0,1.0,46.265660476627616,53.734339523372384,False,4.452092723390804,Toss-up,D+1.9,N/A,R+5.2,D+4.5,R+7.5
MT-02,MT-02,MT,H6MT02143,Sam Lux,Sam,Lux,CHALLENGER,H4MT02098,Troy Downing,Troy,Downing,INCUMBENT,-1.2208445839895277,,,,,,0.0,501860.265,-3.6019077985303207,147876.0,75688.0,178202.0,100846.0,177477.0,94498.0,93713.0,181832.0,,,,,,,,,,,,,,,,,,,-28.423308996124522,2025-10-07,-28.329739794563483,30.629540772855318,69.37045922714468,,,,-27.792870830139215,0.0,1.0,35.83513010271826,64.16486989728173,False,2.1800497081481645,Lean R,R+1.2,N/A,R+3.6,D+2.2,R+28.3
MT-SEN,MT,MT,S6MT00238,Reilly Neill,Reilly,Neill,CHALLENGER,S2MT00096,Steve Daines,Steve,Daines,INCUMBENT,3.4371346244184044,,,,,,69936.935,2192739.49,-4.392730981871,278872.0,176795.0,343292.0,244041.0,352079.0,231906.0,237496.0,360315.0,850123.0,727553.0,29908.0,7442.0,11555.0,66134.0,1968.0,56017.0,99299.0,142715.0,67376.0,30784.0,456630.0,171377.0,95443.0,88838.0,154084.0,177055.0,-18.33895112075833,2025-10-07,-16.921346631644667,38.17170368391852,61.82829631608148,,,,-16.46130523757902,0.0,1.0,41.53932668417767,58.46067331582233,False,3.656750408519038,Lean R,D+3.4,N/A,R+4.4,D+3.7,R+16.9
NC-01,NC-01,NC,H2NC02287,Don Davis,Don,Davis,INCUMBENT,H2NC02253,Sandy Roberson,Sandy,Roberson,CHALLENGER,2.385757356478555,,,,,,731805.225,1164569.335,-0.6608087992775806,167521.0,184595.0,189149.0,195452.0,194707.0,182925.0,186341.0,189983.0,,,,,,,,,,,,,,,,,,,0.042493508101700384,2025-10-07,5.334980775364615,53.771249017638155,46.228750982361845,,,,4.991093425079255,0.0,1.0,52.66749038768231,47.33250961231769,False,8.454949422089468,Toss-up,D+2.4,N/A,R+0.7,D+8.5,D+5.3
NC-02,NC-02,NC,H0NC02125,Deborah Ross,Deborah,Ross,INCUMBENT,H4NC02135,Eugene Farley Douglass,Eugene,Douglass,CHALLENGER,0.3965024078260493,,,,,,826036.6499999999,0.0,4.295077383798913,116745.0,221463.0,129533.0,274328.0,132361.0,271390.0,277353.0,128164.0,,,,,,,,,,,,,,,,,,,36.15417103360498,2025-10-07,41.89853820904533,77.53655193375378,22.463448066246215,,,,42.254544076352445,0.0,1.0,70.94926910452267,29.05073089547733,False,7.464196250759159,Likely D,D+0.4,N/A,D+4.3,D+7.5,D+41.9
NC-03,NC-03,NC,H6NC03187,Chris Schulte,Chris,Schulte,CHALLENGER,H0NC03172,Gregory Francis Murphy,Gregory,Murphy,INCUMBENT,-10.0,,,,,,33947.385,1323347.4500000002,-4.1922242988062965,184361.0,125957.0,212076.0,148584.0,230873.0,147421.0,147421.0,230873.0,,,,,,,,,,,,,,,,,,,-19.30538873336659,2025-10-07,-24.16894061174489,33.320290251458104,66.6797097485419,,,,-24.3796681371391,0.0,1.0,37.91552969412756,62.08447030587244,False,-2.1088497829186323,Lean R,R+10.0,N/A,R+4.2,R+2.1,R+24.2
NC-04,NC-04,NC,H2NC06114,Valerie Foushee,Valerie,Foushee,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,0.20134944354655016,,,,,,172185.76,0.0,10.0,93238.0,246763.0,110262.0,303301.0,115463.0,312677.0,308065.0,120715.0,,,,,,,,,,,,,,,,,,,47.834281863386444,2025-10-07,53.31179252818511,83.27600593533735,16.723994064662648,,,,52.77563232553446,0.0,1.0,76.65589626409255,23.344103735907453,False,7.248822471661541,Likely D,D+0.2,N/A,D+10.0,D+7.2,D+53.3
NC-05,NC-05,NC,H4NC05294,Chuck Hubbard,Chuck,Hubbard,CHALLENGER,H4NC05146,Virginia Ann Foxx,Virginia,Foxx,INCUMBENT,-0.5850119691416398,,,,,,89224.73000000001,1985895.2249999999,-4.023902287471256,199902.0,147842.0,229629.0,166759.0,237796.0,165401.0,162390.0,238304.0,,,,,,,,,,,,,,,,,,,-15.632867181216273,2025-10-07,-13.603466913448814,40.44915832807628,59.55084167192372,,,,-14.346326892082354,0.0,1.0,43.198266543275594,56.801733456724406,False,4.351775809091285,Toss-up,R+0.6,N/A,R+4.0,D+4.4,R+13.6
NC-06,NC-06,NC,H6NC06164,Cyril Jefferson,Cyril,Jefferson,CHALLENGER,H4NC06177,Addison Mcdowell,Addison,Mcdowell,INCUMBENT,-10.0,,,,,,0.0,390649.68000000005,-3.264340766875992,190576.0,125598.0,219482.0,156920.0,226215.0,159247.0,159247.0,226215.0,,,,,,,,,,,,,,,,,,,-15.748114235447842,2025-10-07,-20.030021515577257,36.06786695549927,63.93213304450073,,,,-20.3584518732552,0.0,1.0,39.98498924221137,60.01501075778863,False,-2.6565839263985573,Lean R,R+10.0,N/A,R+3.3,R+2.7,R+20.0
NC-07,NC-07,NC,H6NC07196,Kimberly Hardy,Kimberly,Hardy,CHALLENGER,H2NC07096,David Rouzer,David,Rouzer,INCUMBENT,-1.6817119136835132,,,,,,0.0,1179702.15,-4.803756388713966,188762.0,145657.0,227574.0,182293.0,250249.0,188974.0,179512.0,254022.0,,,,,,,,,,,,,,,,,,,-11.631145802581816,2025-10-07,-11.590415329654931,41.84455265468142,58.15544734531858,,,,-11.4656658604305,0.0,1.0,44.204792335172534,55.795207664827466,False,2.360356829362244,Toss-up,R+1.7,N/A,R+4.8,D+2.4,R+11.6
NC-08,NC-08,NC,H6NC08152,Justin Bunting,Justin,Bunting,CHALLENGER,H4NC08066,Mark E Harris,Mark,Harris,INCUMBENT,0.08137408722219686,,,,,,0.0,204308.47499999998,-2.439787489835996,194271.0,125620.0,230724.0,160621.0,241962.0,162725.0,161709.0,238640.0,,,,,,,,,,,,,,,,,,,-17.69725990163817,2025-10-07,-15.343201668233899,39.25120106299967,60.74879893700033,,,,-15.174404842777397,0.0,1.0,42.32839916588305,57.67160083411695,False,4.236621750852951,Lean R,D+0.1,N/A,R+2.4,D+4.2,R+15.3
NC-09,NC-09,NC,H6NC09218,Richard N Ojeda,Richard,Ojeda,CHALLENGER,H2NC08185,Richard L Hudson,Richard,Hudson,INCUMBENT,-1.351275798254978,,,,,,603733.49,1291425.7000000002,-1.0781827827172354,177380.0,127188.0,207863.0,158174.0,219159.0,158660.0,140852.0,210042.0,,,,,,,,,,,,,,,,,,,-13.889100581756203,2025-10-07,-11.426871589799521,41.958311870829775,58.041688129170225,,,,-11.6405430929875,0.0,1.0,44.28656420510024,55.71343579489976,False,4.585822319188644,Toss-up,R+1.4,N/A,R+1.1,D+4.6,R+11.4
NC-10,NC-10,NC,H6NC10174,Ashley Bell,Ashley,Bell,CHALLENGER,H2NC13243,Pat Harrigan,Pat,Harrigan,INCUMBENT,-0.7792548369136745,,,,,,1378.995,331184.45499999996,-3.00608094071952,192799.0,134330.0,227902.0,164073.0,242339.0,168731.0,155383.0,251312.0,,,,,,,,,,,,,,,,,,,-15.888023426175044,2025-10-07,-13.775561570181365,40.330309679963165,59.669690320036835,,,,-14.222067708846614,0.0,1.0,43.11221921490932,56.88778078509068,False,4.130877722396539,Toss-up,R+0.8,N/A,R+3.0,D+4.1,R+13.8
NC-11,NC-11,NC,H6NC11222,Morris D Col Davis,Morris,Davis,CHALLENGER,H2NC14050,Chuck Edwards,Chuck,Edwards,INCUMBENT,-2.0192041839868584,,,,,,111369.09,161676.975,-0.40705077615450963,207529.0,148051.0,237231.0,189711.0,238089.0,196319.0,186977.0,245546.0,,,,,,,,,,,,,,,,,,,-8.681871831977944,2025-10-07,-6.959313891166177,45.084811013654665,54.915188986345335,,,,-6.543033930415797,0.0,1.0,46.52034305441691,53.47965694558309,False,2.6560707242184396,Toss-up,R+2.0,N/A,R+0.4,D+2.7,R+7.0
NC-12,NC-12,NC,H4NC12100,Alma Shealey Adams,Alma,Adams,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,0.9184583743517882,,,,,,421278.33,0.0,10.0,74326.0,213173.0,85864.0,262488.0,91750.0,254839.0,259627.0,91128.0,,,,,,,,,,,,,,,,,,,49.5186718634039,2025-10-07,54.95674746158632,83.92827882005001,16.07172117994999,,,,55.502046244780914,0.0,1.0,77.47837373079315,22.52162626920685,False,7.901301385686622,Likely D,D+0.9,N/A,D+10.0,D+7.9,D+55.0
NC-13,NC-13,NC,H6NC13228,Paul Barringer,Paul,Barringer,CHALLENGER,H4NC13116,Brad Knott,Brad,Knott,INCUMBENT,-0.40990533281066444,,,,,,111471.6,281939.94,-1.0809371596967174,181655.0,119907.0,224607.0,158244.0,245078.0,175108.0,171835.0,243655.0,,,,,,,,,,,,,,,,,,,-15.326248131611395,2025-10-07,-12.554942794491133,41.17481228791027,58.82518771208973,,,,-12.451487521036224,0.0,1.0,43.72252860275444,56.27747139724556,False,4.097206491777328,Toss-up,R+0.4,N/A,R+1.1,D+4.1,R+12.6
NC-14,NC-14,NC,GENERIC-DEM,Generic Democrat,Generic,Democrat,GENERIC,H4NC14015,Tim Moore,Tim,Moore,INCUMBENT,-0.5267108836540648,,,,,,0.0,943544.825,-10.0,193549.0,123153.0,226872.0,163344.0,232367.0,170952.0,168269.0,232987.0,,,,,,,,,,,,,,,,,,,-14.204675610873508,2025-10-07,-13.08762972942631,40.8058288979193,59.1941711020807,,,,-13.109258918039918,0.0,1.0,43.456185135286844,56.543814864713156,False,2.1397709137370438,Toss-up,R+0.5,N/A,R+10.0,D+2.1,R+13.1
NC-SEN,NC,NC,S6NC00340,Wiley Nickel,Wiley,Nickel,OPEN,S6NC00373,Don Brown,Don,Brown,OPEN,-0.1892311558911992,,,,,,850343.55,48530.555,3.318614564382645,2362614.0,2189297.0,2758768.0,2684292.0,2898408.0,2715369.0,2664981.0,2901586.0,8155099.0,5189633.0,724311.0,1743052.0,302405.0,231359.0,14011.0,786717.0,919943.0,1236305.0,849546.0,276147.0,6378737.0,2381488.0,869350.0,678705.0,1814668.0,1380332.0,-1.2384145155948274,2025-10-07,1.504245722547018,51.06455531476472,48.93544468523528,,,,2.077326953838238,0.0,1.0,50.752122861273506,49.247877138726494,False,4.764777802820245,Toss-up,R+0.2,N/A,D+3.3,D+4.8,D+1.5
ND-01,ND-AL,ND,H6ND01023,Mason Vicent Cysewski,Mason,Cysewski,CHALLENGER,H4ND00061,Julie Fedorchak,Julie,Fedorchak,INCUMBENT,-10.0,,,,,,0.0,437823.15,-3.4168949058032396,216794.0,93758.0,235595.0,114902.0,246505.0,112327.0,109231.0,249101.0,,,,,,,,,,,,,,,,,,,-35.31021898208156,2025-10-07,-42.29138201715247,22.24265897840744,77.75734102159257,,,,-41.902744810480634,0.0,1.0,28.854308991423764,71.14569100857624,False,-4.898395884366103,Likely R,R+10.0,N/A,R+3.4,R+4.9,R+42.3
NE-01,NE-01,NE,H6NE01135,Eric Hamilton Moyer,Eric,Moyer,CHALLENGER,H2NE01118,Mike Flood,Mike,Flood,INCUMBENT,-3.583116171740211,,,,,,0.0,635918.52,-3.9281037595997486,151699.0,101965.0,171823.0,136852.0,177666.0,136153.0,124498.0,187559.0,,,,,,,,,,,,,,,,,,,-11.642356777860298,2025-10-07,-16.51707955490257,38.44754388575986,61.55245611424014,,,,-16.438393785533627,0.0,1.0,41.74146022254872,58.25853977745128,False,-3.2887536727858073,Lean R,R+3.6,N/A,R+3.9,R+3.3,R+16.5
NE-02,NE-02,NE,H6NE02174,Denise Powell,Denise,Powell,OPEN,H6NE02232,Gavin Solomon,Gavin,Solomon,CHALLENGER,-3.237288781770982,,,,,,259678.885,0.0,2.7352693505159036,127552.0,122433.0,143565.0,163349.0,148905.0,163541.0,154369.0,160198.0,,,,,,,,,,,,,,,,,,,6.219736323486215,2025-10-07,4.886339047710485,53.45480006812717,46.54519993187283,,,,4.985937464183535,0.0,1.0,52.44316952385524,47.55683047614476,False,0.20200959558115716,Toss-up,R+3.2,N/A,D+2.7,D+0.2,D+4.9
NE-03,NE-03,NE,H6NE03180,Becky Lynn Stille,Becky,Stille,CHALLENGER,H6NE03115,Adrian Smith,Adrian,Smith,INCUMBENT,-3.518463447415848,,,,,,25903.925,938283.985,-3.849752542218896,216687.0,60068.0,241462.0,74342.0,238245.0,70301.0,59287.0,243481.0,,,,,,,,,,,,,,,,,,,-52.59623434544497,2025-10-07,-57.103351039825746,15.244948028748656,84.75505197125135,,,,-57.30999392821162,0.0,1.0,21.448324480087127,78.55167551991288,False,-2.6725692439184883,Likely R,R+3.5,N/A,R+3.8,R+2.7,R+57.1
NE-SEN,NE,NE,S4NE00207,Dan Osborn,Generic,Osborn,CHALLENGER,S6NE00129,Pete Ricketts,Pete,Ricketts,INCUMBENT,-9.369734541492516,,,,,,0.0,1355937.855,-5.004655299161803,495938.0,284466.0,556850.0,374543.0,564816.0,369995.0,338154.0,591238.0,1476127.0,1169255.0,145297.0,78652.0,47344.0,35664.0,2627.0,89074.0,162508.0,251862.0,188671.0,53061.0,745960.0,286510.0,158751.0,211478.0,342658.0,194270.0,-19.35622181444056,2025-10-07,-26.405256565270758,31.864547370969543,68.13545262903045,,,,-26.322450867180596,0.0,1.0,36.79737171736462,63.20262828263538,False,-5.5645732613729635,Lean R,R+9.4,N/A,R+5.0,R+5.6,R+26.4
NH-01,NH-01,NH,H8NH01210,Chris Pappas,Chris,Pappas,INCUMBENT,H4NH01276,Chris Bright,Chris,Bright,CHALLENGER,2.9173143101403234,,,,,,1870456.655,1733.365,5.421323020040575,176898.0,170756.0,186376.0,210383.0,199942.0,208186.0,218577.0,185936.0,,,,,,,,,,,,,,,,,,,4.173349335259866,2025-10-07,14.600640279631635,60.23845020145034,39.76154979854966,,,,14.332848923386267,0.0,1.0,57.30032013981582,42.69967986018418,False,12.580685755560756,Lean D,D+2.9,N/A,D+5.4,D+12.6,D+14.6
NH-02,NH-02,NH,H4NH02399,Maggie Goodlander,Maggie,Goodlander,INCUMBENT,H2NH02260,Lily Tang Williams,Lily,Williams,CHALLENGER,1.0806474840177014,54.53062160508679,43.40450116656755,11.126120438519244,2.0,0.005225024072230923,724892.025,223582.88499999998,1.5616786021488154,168893.0,177766.0,179283.0,214547.0,195581.0,210302.0,211641.0,187810.0,,,,,,,,,,,,,,,,,,,6.211119154122388,2025-10-07,13.363914487121841,59.38528550317008,40.61471449682992,54.53062160508679,43.40450116656755,11.126120438519244,13.216351982554494,0.0013993043919467744,0.9986006956080532,56.68195724356092,43.31804275643908,True,9.737007225669648,Toss-up,D+1.1,D+11.1,D+1.6,D+9.7,D+13.4
NH-SEN,NH,NH,S6NH00141,Chris Pappas,Chris,Pappas,OPEN,S6NH00174,Dan Innis,Dan,Innis,OPEN,4.075740663869124,47.87328495639885,34.05440063255786,13.81888432384099,2.0,-0.0115644280509632,1870456.655,0.0,5.47244290868969,345791.0,348522.0,365659.0,424930.0,395523.0,418488.0,430218.0,373746.0,1120680.0,995751.0,39800.0,21772.0,33822.0,19304.0,1215.0,45674.0,87895.0,155255.0,179829.0,62138.0,546423.0,247356.0,158459.0,70400.0,231151.0,224953.0,5.189398606092668,2025-10-07,12.124648897168488,58.526656664515706,41.473343335484294,47.87328495639885,34.05440063255786,13.81888432384099,12.425368794186138,0.0,1.0,56.06232444858424,43.93767555141576,True,9.303433950441724,Toss-up,D+4.1,D+13.8,D+5.5,D+9.3,D+12.1
NJ-01,NJ-01,NJ,H4NJ01084,Donald W Norcross,Donald,Norcross,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,-0.4451971693753942,,,,,,1134144.715,0.0,10.0,124323.0,203479.0,149353.0,247687.0,150098.0,220600.0,208808.0,144390.0,,,,,,,,,,,,,,,,,,,22.141285281037185,2025-10-07,30.09168989659202,70.48591617213405,29.514083827865946,,,,30.074337652178,0.0,1.0,65.04584494829601,34.95415505170399,False,11.072973852804356,Lean D,R+0.4,N/A,D+10.0,D+11.1,D+30.1
NJ-02,NJ-02,NJ,H6NJ02228,Bayly Philip Christoper Winder,Bayly,Winder,CHALLENGER,H8NJ02166,Jeff Van Drew,Jeff,Van Drew,INCUMBENT,-2.177349161046366,,,,,,90107.38500000001,859320.5700000001,-2.805432794956422,177713.0,153448.0,212783.0,192128.0,214917.0,166360.0,153117.0,215946.0,,,,,,,,,,,,,,,,,,,-9.261760335965015,2025-10-07,-6.208170616128651,45.61343174689736,54.38656825310264,,,,-6.2597571277899515,0.0,1.0,46.89591469193567,53.10408530806433,False,6.527189764906659,Toss-up,R+2.2,N/A,R+2.8,D+6.5,R+6.2
NJ-03,NJ-03,NJ,H4NJ03080,Herb Conaway,Herb,Conaway,INCUMBENT,H6NJ03168,Linda Diane Mcmahon,Linda,Mcmahon,CHALLENGER,0.11475865230452173,,,,,,333516.89,0.0,3.056040984195521,160594.0,195562.0,186295.0,248467.0,179400.0,212712.0,202034.0,169454.0,,,,,,,,,,,,,,,,,,,11.342553254569761,2025-10-07,18.671398300739963,63.01656673920143,36.98343326079857,,,,18.80336522788805,0.0,1.0,59.33569915036998,40.66430084963002,False,10.175866411891878,Lean D,D+0.1,N/A,D+3.1,D+10.2,D+18.7
NJ-04,NJ-04,NJ,H6NJ04216,Julie Susan Flynn,Julie,Flynn,CHALLENGER,H8NJ04014,Christopher H Smith,Christopher,Smith,INCUMBENT,-2.8047074707913704,,,,,,0.0,333182.135,-3.054731128527169,217833.0,120189.0,259744.0,163386.0,268072.0,142650.0,124803.0,265652.0,,,,,,,,,,,,,,,,,,,-27.322450751317575,2025-10-07,-25.278739553284293,32.595176367401194,67.4048236325988,,,,-24.863335583091224,0.0,1.0,37.36063022335785,62.63936977664215,False,5.258217317786649,Lean R,R+2.8,N/A,R+3.1,D+5.3,R+25.3
NJ-05,NJ-05,NJ,H6NJ05171,Josh Gottheimer,Josh,Gottheimer,INCUMBENT,H4NJ05150,Mary Jo-Ann Guinchard,Mary,Guinchard,CHALLENGER,4.88270329190822,,,,,,16575692.625,69627.805,7.401478842804441,162348.0,190412.0,186701.0,240328.0,194529.0,200624.0,208359.0,165287.0,,,,,,,,,,,,,,,,,,,5.6831752929645205,2025-10-07,18.71337201774504,63.044945806675535,36.955054193324465,,,,18.49533595532307,0.0,1.0,59.35668600887252,40.64331399112748,False,17.17093149470713,Lean D,D+4.9,N/A,D+7.4,D+17.2,D+18.7
NJ-06,NJ-06,NJ,H8NJ03073,Frank Pallone,Frank,Pallone,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,4.651111238448018,,,,,,2189248.565,0.0,10.0,113106.0,168269.0,131969.0,197804.0,146484.0,167151.0,170275.0,122519.0,,,,,,,,,,,,,,,,,,,11.63814323318111,2025-10-07,23.33114151010682,66.12892880118622,33.87107119881378,,,,23.44657423764618,0.0,1.0,61.66557075505341,38.33442924494659,False,16.74163459920721,Lean D,D+4.7,N/A,D+10.0,D+16.7,D+23.3
NJ-07,NJ-07,NJ,H6NJ07201,Rebecca Bennett,Rebecca,Bennett,CHALLENGER,H0NJ07261,Thomas H Kean,Thomas,Kean,INCUMBENT,-2.114206507788494,,,,,,577738.515,1195985.83,-1.0283379367808252,197197.0,175266.0,218653.0,235724.0,221591.0,216349.0,200025.0,223331.0,,,,,,,,,,,,,,,,,,,1.0501438224138095,2025-10-07,5.534230277120246,53.9117267465247,46.0882732534753,,,,4.982789561848586,0.0,1.0,52.76711513856012,47.23288486143988,False,6.731197898255561,Toss-up,R+2.1,N/A,R+1.0,D+6.7,D+5.5
NJ-08,NJ-08,NJ,H2NJ08232,Robert J Menendez,Robert,Menendez,INCUMBENT,H6NJ08191,Gavin Solomon,Gavin,Solomon,CHALLENGER,0.17549316694350642,,,,,,436371.625,0.0,3.412424980143432,46353.0,163484.0,64900.0,172224.0,81523.0,135327.0,116434.0,68152.0,,,,,,,,,,,,,,,,,,,32.44783903179525,2025-10-07,40.262287913999096,76.60687645551748,23.39312354448252,,,,40.127332679513486,0.0,1.0,70.13114395699955,29.86885604300045,False,15.450666977868131,Likely D,D+0.2,N/A,D+3.4,D+15.5,D+40.3
NJ-09,NJ-09,NJ,H4NJ09194,Nelida Pou,Nelida,Pou,INCUMBENT,H6NJ09264,Rosemary Pino,Rosemary,Pino,CHALLENGER,3.015232299322187,,,,,,617260.85,0.0,3.886737065244161,99575.0,164938.0,125796.0,185721.0,140857.0,137598.0,130514.0,117939.0,,,,,,,,,,,,,,,,,,,6.073901472254986,2025-10-07,15.561059815205622,60.89824353060693,39.10175646939307,,,,15.883710584109373,0.0,1.0,57.78052990760281,42.21947009239719,False,16.731446412680977,Lean D,D+3.0,N/A,D+3.9,D+16.7,D+15.6
NJ-10,NJ-10,NJ,H4NJ10176,Lamonica Mciver,Lamonica,Mciver,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,0.702904018892414,,,,,,665869.2,0.0,10.0,43289.0,217255.0,53756.0,236451.0,62570.0,196313.0,182020.0,54405.0,,,,,,,,,,,,,,,,,,,56.50277778529691,2025-10-07,65.39259302907479,87.68682237060497,12.313177629395028,,,,64.82377202503599,0.0,1.0,82.6962965145374,17.303703485462606,False,13.73103162875109,Likely D,D+0.7,N/A,D+10.0,D+13.7,D+65.4
NJ-11,NJ-11,NJ,H8NJ11142,Mikie Sherrill,Mikie,Sherrill,INCUMBENT,H6NJ11211,Joe Hathaway,Joe,Hathaway,,3.011258223448069,,,,,,197380.02500000002,0.0,2.398354067366718,158933.0,198553.0,179070.0,252513.0,183684.0,219579.0,222582.0,164558.0,,,,,,,,,,,,,,,,,,,12.21707170297765,2025-10-07,21.365139397855508,64.82553927428069,35.174460725719314,,,,21.28003993197724,0.0,1.0,60.68256969892775,39.31743030107225,False,12.46400043891308,Lean D,D+3.0,N/A,D+2.4,D+12.5,D+21.4
NJ-12,NJ-12,NJ,H4NJ12149,Bonnie Watson Coleman,Bonnie,Coleman,INCUMBENT,H2NJ12127,Darius Mayfield,Darius,Mayfield,CHALLENGER,0.44729790358737087,,,,,,190118.28999999998,432.0,2.340758674025386,100665.0,197421.0,114252.0,235900.0,124491.0,205449.0,196871.0,117222.0,,,,,,,,,,,,,,,,,,,28.649082756125875,2025-10-07,35.80330011773982,73.99347242195795,26.006527578042054,,,,35.97394640854767,0.0,1.0,67.9016500588699,32.098349941130095,False,11.266111537998054,Lean D,D+0.4,N/A,D+2.3,D+11.3,D+35.8
NJ-SEN,NJ,NJ,S4NJ00185,Cory A Booker,Cory,Booker,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,0.0824732667227629,,,,,,12716594.105,0.0,10.0,1601929.0,2148276.0,1883272.0,2608333.0,1968216.0,2220712.0,2115842.0,1828855.0,7281310.0,3966396.0,1435999.0,1057822.0,793878.0,107657.0,10802.0,318152.0,513202.0,910964.0,999520.0,584370.0,3099848.0,1664353.0,1126293.0,748126.0,2189016.0,257881.0,10.170360806705009,2025-10-07,16.211943242941985,61.343934908888855,38.656065091111145,,,,16.164854423720545,0.0,1.0,58.10597162147099,41.89402837852901,False,10.184243554620771,Lean D,D+0.1,N/A,D+10.0,D+10.2,D+16.2
